NUMERO_PEDIDO;DATA_DIVULGACAO;DATA_CANCELAMENTO;FILIAL;MOTIVO;SUBMOTIVO;COD_PDV;PRODUTO;CANAL;CPF;NOME_CLIENTE;LOGIN_VENDEDOR;DESC_CAMPANHA;DESC_OFERTA;GRUPO_UNIDADE;CANAL_REGIONAL;DESC_CANAL_BOV_GRUPO;NOME_PONTO_VENDA;RESULTADO_FINAL;MUNICIPIO_INSTALACAO;DDD_FIXO;DETALHE_MOTIVO;FLG_VL_VL_MESMO_END_CLIE_DIF;FLG_VL_VL_CLIE_END_IGUAL;FLG_VL_PLT_CLIE_END_IGUAL;FLG_VL_PLT_MESMO_END_CLIE_DIF
"4-172541470590";20240419;20240417;RJ;VENDA INDEVIDA;Pedido Duplicado;1063115;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR778872;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;FIBRAEXPERT CALL CENTER LTDA;;NOVA IGUACU;21;;;;;
"4-172306269729";20240408;20240405;RJ;VENDA INDEVIDA;Pedido Duplicado;1063115;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR549071;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;FIBRAEXPERT CALL CENTER LTDA;;RIO DE JANEIRO;21;;;;;
"4-173684024992";20240422;20240419;RJ;VENDA INDEVIDA;Pedido Duplicado;1054860;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797995;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;ESCALE SEO MARKETING DIGITAL LTDA;;RIO DE JANEIRO;21;;;;;S
"4-170692067194";20240422;20240420;RJ;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1065641;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR372274;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;J3F CONNECT C TELEMARKETING LTDA;;RIO DE JANEIRO;21;;;;;
"4-171540556371";20240402;20240329;RJ;VENDA INDEVIDA;Pedido Duplicado;1065641;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR372274;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;J3F CONNECT C TELEMARKETING LTDA;;ANGRA DOS REIS;24;;;;;
"4-172774216049";20240415;20240413;RJ;VENDA INDEVIDA;Pedido Duplicado;1051882;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;BC721872;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;BRASIL TELECOM CALL CENTER SA;;SAO JOAO DE MERITI;21;;;S;;
"4-172547088836";20240418;20240415;TO;VENDA INDEVIDA;Pedido Duplicado;1063930;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR783789;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;TELEAGENTES;JV TELECOM E SERVICOS LTDA;;PALMAS;63;;;;;
"4-173593549283";20240419;20240417;MS;VENDA INDEVIDA;Pedido Duplicado;1057812;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR789770;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;WEBMAIS REPRESENTACOES COM LTDA;;CAMPO GRANDE;67;;;;;
"4-172196950630";20240419;20240417;RJ;VENDA INDEVIDA;Pedido Duplicado;1057819;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR789802;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;WEBMAIS REPRESENTACOES COM LTDA;;SAO PEDRO DA ALDEIA;22;;;;;
"4-172069749481";20240404;20240403;RJ;VENDA INDEVIDA;Pedido Duplicado;1057819;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800136;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;WEBMAIS REPRESENTACOES COM LTDA;;NOVA IGUACU;21;;;;;S
"4-173594645244";20240419;20240418;RJ;VENDA INDEVIDA;Pedido Duplicado;1057819;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR795359;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;WEBMAIS REPRESENTACOES COM LTDA;;VOLTA REDONDA;24;;;;;
"4-171229560628";20240402;20240328;RJ;VENDA INDEVIDA;Pedido Duplicado;1057819;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR758900;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;WEBMAIS REPRESENTACOES COM LTDA;;RIO DE JANEIRO;21;;;;;
"4-173121109981";20240415;20240411;RJ;VENDA INDEVIDA;Pedido Duplicado;1066428;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR788690;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;EQUIPOCLASS COMERCIO REPRES LTDA;;DUQUE DE CAXIAS;21;;;;;
"4-171057065645";20240402;20240329;RJ;VENDA INDEVIDA;Pedido Duplicado;1066428;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800690;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;EQUIPOCLASS COMERCIO REPRES LTDA;;RIO DE JANEIRO;21;;;;;
"4-173245283850";20240415;20240413;MS;VENDA INDEVIDA;Pedido Duplicado;1066291;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR789990;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;FENIX TELECOMUNICACOES LTDA;;CAMPO GRANDE;67;;;;;
"4-173118361609";20240419;20240417;BA;VENDA INDEVIDA;Pedido Duplicado;1065714;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR796335;;BD_OITOTAL_VOIP+BL;VAREJO;RNE;TELEAGENTES;MRS TELECOM LTDA;;SALVADOR;71;;;;;
"4-171504037106";20240403;20240402;GO;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1060885;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR778200;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;TOP FIBER TELECOM UNIPESSOAL LTDA;;GOIANIA;62;;;;;
"4-173140827845";20240419;20240418;RJ;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1061287;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR762077;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;TESS SOLUCOES LTDA;;RIO DE JANEIRO;21;;;;;
"4-171609995446";20240402;20240328;RS;VENDA ERRADA;Divergencia De Endereco;1066271;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR784841;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;EVOLUTION TELECOMUNICACOES LTDA;;RIO GRANDE;53;Divergencia De Endereco;;;;
"4-172445755576";20240411;20240410;RJ;VENDA ERRADA;Divergencia De Endereco;1045264;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR766244;;BD_OITOTAL_VOIP+BL;EMPRESARIAL;RSE;PAP;J SOUSA CAMILO TEL MAN PROV LTDA;;SAO JOAO DE MERITI;21;Divergencia De Endereco;;;;
"4-173368835365";20240418;20240416;ES;VENDA INDEVIDA;Pedido Duplicado;1057809;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR789802;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;WEBMAIS REPRESENTACOES COM LTDA;;SERRA;27;;;;;
"4-173512979692";20240419;20240418;SP;VENDA INDEVIDA;Pedido Duplicado;1058287;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;BC792120;;BD_OITOTAL_VOIP+BL;VAREJO;RSP;OUTROS;BRASIL TELECOM CALL CENTER SA;;SAO PAULO;11;;;;;
"4-172285135193";20240410;20240409;RR;VENDA ERRADA;Divergencia De Endereco;1062397;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR735967;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;SETENTRIONAL BRASIL TELCOM LTDA;;BOA VISTA;95;Divergencia De Endereco;;;;
"4-171590569619";20240402;20240328;RR;VENDA ERRADA;Divergencia De Endereco;1062397;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR735967;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;SETENTRIONAL BRASIL TELCOM LTDA;;BOA VISTA;95;Divergencia De Endereco;;S;;
"4-173648562202";20240422;20240419;RJ;VENDA INDEVIDA;Pedido Duplicado;1063118;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR781088;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;DIGITAL TELEVENDAS LTDA;;NOVA IGUACU;21;;;;;S
"4-172551802075";20240409;20240408;PA;VENDA INDEVIDA;Pedido Duplicado;1058277;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;BC792105;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;BRASIL TELECOM CALL CENTER SA;;ANANINDEUA;91;;;;;
"4-173840457007";20240422;20240420;PR;VENDA INDEVIDA;Pedido Duplicado;1045302;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR802195;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;HOPE TELECOMUNICACOES EIRELI;;ARAUCARIA;41;;;;;
"4-173747327562";20240422;20240419;RS;VENDA INDEVIDA;Pedido Duplicado;1065243;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801982;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;RM TELECOM LTDA;;ERECHIM;54;;;;;
"4-172776413795";20240415;20240411;RS;VENDA ERRADA;Divergencia De Endereco;1065243;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR791124;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;RM TELECOM LTDA;;VIAMAO;51;Divergencia De Endereco;;;;
"4-169234001044";20240419;20240417;RS;VENDA ERRADA;Divergencia De Endereco;1065243;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR781215;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;RM TELECOM LTDA;;PORTO ALEGRE;51;Divergencia De Endereco;;S;;
"4-173651906528";20240422;20240419;RS;VENDA INDEVIDA;Pedido Duplicado;1065243;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801982;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;RM TELECOM LTDA;;PORTO ALEGRE;51;;S;;;S
"4-169138658873";20240402;20240401;RS;VENDA ERRADA;Divergencia De Endereco;1065243;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR780723;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;RM TELECOM LTDA;;PORTO ALEGRE;51;Divergencia De Endereco;;;;
"4-173601119629";20240419;20240417;RJ;VENDA INDEVIDA;Pedido Duplicado;1066523;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR639265;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;PAP;CONECTEL TELECOM TEC TEL LTDA;;DUQUE DE CAXIAS;21;;;;;
"4-171976434465";20240418;20240416;RS;VENDA ERRADA;Divergencia De Endereco;1051861;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR790612;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;PAP;DBTECH TELE INST EQUIP ELETR LTDA;;SAPUCAIA DO SUL;51;Divergencia De Endereco;;;;
"4-171680451688";20240402;20240329;MG;VENDA INDEVIDA;Pedido Duplicado;1065750;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801796;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;MAXIMA TELECOM LTDA;;POUSO ALEGRE;35;;;;;
"02323791";20240417;20240416;RJ;VENDA ERRADA;Correcao do numero de fachada;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_ABR24_109_90_54_90;OI FIBRA 500 MEGA;VAREJO;RSE;OUTROS;;;Rio De Janeiro;;;;;;
"02258595";20240408;20240405;DF;VENDA ERRADA;Correcao do numero de fachada;1063770;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_600MB_AV_GLOBOPLAY_1AP_EXTRA_MESH_169_90_149_90;OI FIBRA X 600 MEGA GLOBOPLAY;VAREJO;RCN;OUTROS;;;Brasilia;;;;;;
"02233276";20240412;20240410;RJ;VENDA ERRADA;Correcao de complemento;1063770;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RSE;OUTROS;;;Sao Joao De Meriti;;;;;;
"02282975";20240415;20240412;GO;VENDA ERRADA;Correcao de logradouro;1057801;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR780438;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02269627";20240409;20240406;GO;VENDA ERRADA;Correcao de complemento;1064441;NOVA FIBRA;RETEN플O;DADOS SENSIVEIS;DADOS SENSIVEIS;OI41251;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02236221";20240404;20240403;GO;VENDA ERRADA;Correcao de logradouro;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Aparecida De Goiania;;;;;;
"02351422";20240423;20240422;GO;VENDA ERRADA;Correcao do numero de fachada;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_ABR24_109_90_54_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Planaltina;;;;;;
"02356097";20240424;20240422;GO;VENDA ERRADA;Correcao de complemento;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_ABR24_109_90_54_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02235574";20240402;20240401;GO;VENDA ERRADA;Correcao de complemento;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Aparecida De Goiania;;;;;;
"02221608";20240402;20240330;GO;VENDA ERRADA;Correcao de complemento;1064468;NOVA FIBRA;AG.ESP.MULTIMARC;DADOS SENSIVEIS;DADOS SENSIVEIS;OI411155;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Aparecida De Goiania;;;;;;
"02349115";20240422;20240419;PR;VENDA ERRADA;Correcao de complemento;1060873;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;OI411155;BL_500MB_VAR_ABR24_109_90_54_90;OI FIBRA 500 MEGA;VAREJO;RSUL;OUTROS;;;Cascavel;;;;;;
"02270389";20240409;20240406;RJ;VENDA ERRADA;Correcao de complemento;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSE;OUTROS;;;Rio De Janeiro;;;;;;
"02257655";20240408;20240405;RJ;VENDA ERRADA;Correcao do numero de fachada;1057802;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR642313;BL_600MB_AV_GLOBOPLAY_1AP_EXTRA_MESH_169_90_149_90;OI FIBRA X 600 MEGA GLOBOPLAY;VAREJO;RSE;OUTROS;;;Rio De Janeiro;;;;;;
"02317965";20240417;20240416;DF;VENDA INDEVIDA;Cliente nao solicitou o servico;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_ABR24_109_90_54_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Brasilia;;;;;;
"02278467";20240410;20240409;RJ;VENDA ERRADA;Correcao de complemento;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSE;OUTROS;;;Angra Dos Reis;;;;;;
"02289378";20240412;20240411;TO;VENDA ERRADA;Correcao de logradouro;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Palmas;;;;;;
"02273696";20240411;20240410;BA;VENDA ERRADA;Correcao de logradouro;1049859;NOVA FIBRA;TELEVENDAS RECEPTIVO;DADOS SENSIVEIS;DADOS SENSIVEIS;CC294248;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;TLV;TLV;;;Salvador;;;;;;
"02285604";20240417;20240416;BA;VENDA INDEVIDA;Cliente nao solicitou o servico;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RNE;OUTROS;;;Salvador;;;;;;
"02222959";20240405;20240402;TO;VENDA ERRADA;Correcao de logradouro;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Palmas;;;;;;
"02111248";20240402;20240329;MG;VENDA INDEVIDA;Cliente nao solicitou o servico;1052104;NOVA FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR319621;BL_600MB_PME_JAN24_130_E_110;OI FIBRA 600 MEGA;VAREJO;LOCAL;PAP;PAP VAREJO;;Betim;;;;;;
"02314193";20240419;20240418;TO;VENDA ERRADA;Correcao de logradouro;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_600MB_PME_JAN24_130_E_110;OI FIBRA 600 MEGA;VAREJO;RCN;OUTROS;;;Palmas;;;;;;
"02209755";20240402;20240329;GO;VENDA ERRADA;Correcao do numero de fachada;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_200MB_VAR_SET23_99_90_79_90;OI FIBRA START 200 MEGA;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02288384";20240411;20240410;PR;VENDA INDEVIDA;Cliente nao solicitou o servico;1057818;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR792098;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSUL;OUTROS;;;Maringa;;;;;;
"02220091";20240408;20240401;RJ;VENDA ERRADA;Correcao de complemento;1064199;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR761465;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSE;OUTROS;;;Sao Joao De Meriti;;;;;;
"02305060";20240418;20240416;GO;VENDA ERRADA;Correcao de complemento;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02279904";20240411;20240410;MT;VENDA INDEVIDA;Cliente nao solicitou o servico;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Rondonopolis;;;;;;
"02337239";20240422;20240419;AM;VENDA ERRADA;Correcao de complemento;1063770;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_ABR24_109_90_54_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Manaus;;;;;;
"02091756";20240415;20240413;PR;VENDA INDEVIDA;Cliente nao solicitou o servico;1044255;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797378;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSUL;OUTROS;;;Curitiba;;;;;;
"02240708";20240408;20240402;RS;VENDA ERRADA;Correcao de complemento;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RSUL;OUTROS;;;Santa Maria;;;;;;
"02270055";20240412;20240410;RJ;VENDA ERRADA;Correcao de complemento;1048707;NOVA FIBRA;TELEVENDAS RECEPTIVO;DADOS SENSIVEIS;DADOS SENSIVEIS;CC265902;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;TLV;TLV;;;Cabo Frio;;;;;;
"02228528";20240404;20240403;PA;VENDA ERRADA;Correcao de complemento;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RCN;OUTROS;;;Belem;;;;;;
"02318078";20240417;20240416;RJ;VENDA INDEVIDA;Cliente nao solicitou o servico;1054860;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR786007;BL_500MB_VAR_ABR24_109_90_54_90;OI FIBRA 500 MEGA;VAREJO;RSE;OUTROS;;;Nilopolis;;;;;;
"02225995";20240410;20240409;TO;VENDA INDEVIDA;Cliente nao solicitou o servico;1064458;NOVA FIBRA;RETEN플O;DADOS SENSIVEIS;DADOS SENSIVEIS;BC704546;BL_500MB_VAR_MAI23_NW_129_90_109_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Palmas;;;;;;
"02218590";20240402;20240329;GO;VENDA ERRADA;Correcao de logradouro;1064441;NOVA FIBRA;RETEN플O;DADOS SENSIVEIS;DADOS SENSIVEIS;BC786226;BL_1GB_PME_OUT22_219_90_E_199_90;OI FIBRA 1 GIGA;VAREJO;RCN;OUTROS;;;Aparecida De Goiania;;;;;;
"02349076";20240423;20240422;GO;VENDA ERRADA;Correcao de complemento;1048183;NOVA FIBRA;TELEVENDAS RECEPTIVO;DADOS SENSIVEIS;DADOS SENSIVEIS;BC792040;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;TLV;TLV;;;Cidade Ocidental;;;;;;
"02222347";20240402;20240329;RS;VENDA ERRADA;Correcao do numero de fachada;1054865;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797994;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RSUL;OUTROS;;;Alvorada;;;;;;
"02284738";20240415;20240412;SC;VENDA INDEVIDA;Cliente nao solicitou o servico;1054403;NOVA FIBRA;TELEVENDAS;DADOS SENSIVEIS;DADOS SENSIVEIS;CC303552;BL_500MB_PME_MAR24_110_E_90;OI FIBRA 500 MEGA;VAREJO;TLV;TLV;;;Palhoca;;;;;;
"02278334";20240412;20240410;GO;VENDA ERRADA;Correcao de complemento;1065879;NOVA FIBRA;TELE AGENTES;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800294;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RCN;TELEAGENTES;;;Aparecida De Goiania;;;;;;
"02218425";20240402;20240330;GO;VENDA ERRADA;Correcao de complemento;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Aparecida De Goiania;;;;;;
"02296304";20240422;20240419;GO;VENDA ERRADA;Correcao de logradouro;1063770;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02273294";20240412;20240411;CE;VENDA INDEVIDA;Cliente nao solicitou o servico;1065390;NOVA FIBRA;AGENTE PREMIUM;DADOS SENSIVEIS;DADOS SENSIVEIS;BPPV0003;BL_1GB_AV_GLOBOPLAY_1AP_EXTRA_FTTR_219_90_199_90;OI FIBRA X PREMIUM 1 GIGA GLOBOPLAY;VAREJO;RNE;OUTROS;;;Fortaleza;;;;;;
"02268110";20240415;20240412;AC;VENDA ERRADA;Correcao de logradouro;1066468;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797267;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RCN;OUTROS;;;Rio Branco;;;;;;
"02324615";20240422;20240419;RJ;VENDA ERRADA;Endereco correto inviavel;1048707;NOVA FIBRA;TELEVENDAS RECEPTIVO;DADOS SENSIVEIS;DADOS SENSIVEIS;CC292119;BL_500MB_VAR_FEV24_109_90_89_90;OI FIBRA 500 MEGA;VAREJO;TLV;TLV;;;Sao Joao De Meriti;;;;;;
"02313904";20240423;20240420;MG;VENDA ERRADA;Correcao de logradouro;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RSE;OUTROS;;;Uba;;;;;;
"02347239";20240423;20240422;RJ;VENDA INDEVIDA;Cliente nao solicitou o servico;1054860;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR739652;BL_200MB_VAR_SET23_99_90_79_90;OI FIBRA START 200 MEGA;VAREJO;RSE;OUTROS;;;Duque De Caxias;;;;;;
"02316759";20240416;20240415;GO;VENDA ERRADA;Correcao de complemento;1063770;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_500MB_VAR_ABR24_109_90_54_90;OI FIBRA 500 MEGA;VAREJO;RCN;OUTROS;;;Goiania;;;;;;
"02294805";20240418;20240415;BA;VENDA ERRADA;Correcao de complemento;1056123;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;;BL_600MB_VAR_DEZ23_GLOBOPLAY_129_90_109_90;OI FIBRA 600 MEGA GLOBOPLAY;VAREJO;RNE;OUTROS;;;Salvador;;;;;;
"02262052";20240415;20240412;MA;VENDA ERRADA;Correcao do numero de fachada;1063635;NOVA FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;9999;BL_1GB_AV_DEZ23_GLOBOPLAY_219_90_199_90;OI FIBRA 1 GIGA GLOBOPLAY;VAREJO;RNE;OUTROS;;;Sao Luis;;;;;;
